N,extraction,value
100,4281,1.10457
1,4282,0.904484
2,4282,0.45874
10,4282,1.28337
100,4282,0.954468
1,4283,1.37912
2,4283,0.816845
10,4283,0.79795
100,4283,0.971941
1,4284,2.2424
2,4284,1.12171
10,4284,1.0832
100,4284,0.941616
1,4285,0.146788
2,4285,0.43023
10,4285,0.86575
100,4285,1.11324
1,4286,2.60075
2,4286,1.88088
10,4286,0.951576
100,4286,1.03269
1,4287,0.689182
2,4287,0.621308
10,4287,0.821962
100,4287,1.06464
1,4288,0.486311
2,4288,0.298599
10,4288,0.951155
100,4288,1.08389
1,4289,0.0612548
2,4289,0.285377
10,4289,0.615785
100,4289,0.905146
1,4290,0.336385
2,4290,0.981167
10,4290,0.572054
100,4290,0.835076
1,4291,0.28774
2,4291,1.04793
10,4291,0.952611
100,4291,1.06104
1,4292,0.0376978
2,4292,0.238256
10,4292,0.764636
100,4292,0.889544
1,4293,0.741525
2,4293,1.7242
10,4293,1.11495
100,4293,1.06443
1,4294,0.304316
2,4294,0.824066
10,4294,0.5578
100,4294,0.836601
1,4295,0.548657
2,4295,1.29832
10,4295,1.22753
100,4295,1.0833
1,4296,0.444379
2,4296,0.662159
10,4296,0.862738
100,4296,1.01699
1,4297,2.14407
2,4297,1.30075
10,4297,1.13391
100,4297,1.00947
1,4298,1.60585
2,4298,0.973361
10,4298,0.815257
100,4298,1.0117
1,4299,1.53759
2,4299,1.2262
10,4299,0.956799
100,4299,1.05889
1,4300,0.195427
2,4300,2.52171
10,4300,1.05384
100,4300,1.16771
1,4301,1.35705
2,4301,1.02065
10,4301,1.22867
100,4301,1.2288
1,4302,5.17979
2,4302,2.87255
10,4302,1.60165
100,4302,1.22982
1,4303,0.145202
2,4303,0.31937
10,4303,1.20706
100,4303,1.09041
1,4304,0.206835
2,4304,0.635015
10,4304,0.94054
100,4304,0.858354
1,4305,0.484627
2,4305,0.265851
10,4305,0.784328
100,4305,0.886643
1,4306,0.509362
2,4306,0.712978
10,4306,1.1615
100,4306,1.03324
1,4307,0.633233
2,4307,0.342834
10,4307,1.10227
100,4307,0.989743
1,4308,5.47161
2,4308,3.13522
10,4308,1.37427
100,4308,0.983342
1,4309,1.16463
2,4309,1.00554
10,4309,0.793913
100,4309,0.949399
1,4310,1.70002
2,4310,1.14534
10,4310,0.867038
100,4310,1.03874
1,4311,1.07182
2,4311,0.860685
10,4311,0.950047
100,4311,0.896514
1,4312,1.13203
2,4312,0.603712
10,4312,1.09033
100,4312,0.929416
1,4313,0.81695
2,4313,1.32836
10,4313,0.878176
100,4313,1.11629
1,4314,0.926087
2,4314,0.521098
10,4314,0.70537
100,4314,0.894154
1,4315,0.964768
2,4315,1.26191
10,4315,1.06061
100,4315,1.00237
1,4316,1.70723
2,4316,0.879326
10,4316,1.39692
100,4316,1.11874
1,4317,1.87057
2,4317,1.60298
10,4317,0.890622
100,4317,0.923058
1,4318,0.623161
2,4318,2.4571
10,4318,1.95497
100,4318,1.01967
1,4319,4.95183
2,4319,4.34668
10,4319,1.81152
100,4319,0.962233
1,4320,0.0693726
2,4320,0.186827
10,4320,1.64671
100,4320,1.16279
1,4321,1.48394
2,4321,1.25572
10,4321,1.10642
100,4321,1.20859
1,4322,1.3886
2,4322,3.29248
10,4322,1.16128
100,4322,1.0327
1,4323,0.378131
2,4323,0.208765
10,4323,0.55542
100,4323,0.907343
1,4324,0.200513
2,4324,0.406706
10,4324,0.636152
100,4324,1.0208
1,4325,1.94469
2,4325,1.1769
10,4325,0.504089
100,4325,0.986156
1,4326,0.308819
2,4326,0.364423
10,4326,0.613252
100,4326,1.0892
1,4327,1.16849
2,4327,1.08419
10,4327,1.03036
100,4327,0.928777
1,4328,0.870067
2,4328,1.46875
10,4328,1.02958
100,4328,1.02328
1,4329,0.40434
2,4329,0.445346
10,4329,0.908072
100,4329,1.01727
1,4330,0.813853
2,4330,1.2087
10,4330,0.941327
100,4330,1.1852
1,4331,3.30563
2,4331,1.76994
10,4331,0.780525
100,4331,0.910022
1,4332,0.497563
2,4332,0.391473
10,4332,1.05641
100,4332,0.993846
1,4333,0.0812468
2,4333,0.0600464
10,4333,0.761702
100,4333,0.936191
1,4334,1.26275
2,4334,0.93455
10,4334,1.39615
100,4334,1.0247
1,4335,0.513636
2,4335,0.797096
10,4335,0.869349
100,4335,1.03796
1,4336,6.45666
2,4336,3.43963
10,4336,1.54212
100,4336,1.16035
1,4337,0.0382549
2,4337,0.497384
10,4337,0.795666
100,4337,0.894044
1,4338,1.15095
2,4338,3.39171
10,4338,1.06059
100,4338,1.10298
1,4339,1.96096
2,4339,1.28953
10,4339,1.45935
100,4339,1.01086
1,4340,0.0947734
2,4340,1.71364
10,4340,1.81622
100,4340,1.0633
1,4341,0.157114
2,4341,0.338207
10,4341,1.14347
100,4341,0.9152
1,4342,0.0372482
2,4342,0.336856
10,4342,0.665708
100,4342,0.824567
1,4343,0.608177
2,4343,0.488488
10,4343,0.631019
100,4343,1.10997
1,4344,0.23932
2,4344,0.433269
10,4344,0.771371
100,4344,1.06805
1,4345,1.38575
2,4345,0.719203
10,4345,0.912599
100,4345,1.1321
1,4346,0.353372
2,4346,0.579371
10,4346,1.46651
100,4346,0.985751
1,4347,1.3812
2,4347,0.846793
10,4347,0.935471
100,4347,0.867032
1,4348,1.68326
2,4348,1.60556
10,4348,1.36218
100,4348,0.867195
1,4349,0.769929
2,4349,0.684558
10,4349,1.64859
100,4349,1.01554
1,4350,1.30741
2,4350,0.842346
10,4350,1.1464
100,4350,0.924911
1,4351,0.525181
2,4351,0.531385
10,4351,0.81161
100,4351,1.00629
1,4352,1.588
2,4352,2.21133
10,4352,0.969651
100,4352,0.862247
1,4353,3.08479
2,4353,1.61969
10,4353,0.780451
100,4353,1.09133
1,4354,1.00464
2,4354,0.838168
10,4354,1.31862
100,4354,0.930723
1,4355,0.496295
2,4355,2.17144
10,4355,1.05448
100,4355,0.971248
1,4356,0.81992
2,4356,0.44964
10,4356,0.6135
100,4356,0.972971
1,4357,0.144792
2,4357,0.186939
10,4357,0.557763
100,4357,1.10783
1,4358,0.16351
2,4358,0.221327
10,4358,0.598162
100,4358,0.902487
1,4359,0.948381
2,4359,2.41032
10,4359,1.05688
100,4359,0.967038
1,4360,0.817338
2,4360,1.91778
10,4360,1.29722
100,4360,1.03595
1,4361,0.38688
2,4361,0.704127
10,4361,0.523072
100,4361,1.03024
1,4362,0.815843
2,4362,0.699704
10,4362,0.408217
100,4362,0.846915
1,4363,0.130523
2,4363,0.302222
10,4363,1.18129
100,4363,1.00718
1,4364,0.421288
2,4364,2.0308
10,4364,1.38238
100,4364,1.14598
1,4365,1.54967
2,4365,0.935393
10,4365,0.742106
100,4365,0.94512
1,4366,0.0699992
2,4366,0.303596
10,4366,0.856365
100,4366,1.12093
1,4367,1.50268
2,4367,1.37628
10,4367,0.996626
100,4367,0.932463
1,4368,0.122299
2,4368,0.688515
10,4368,0.681405
100,4368,0.892939
1,4369,0.311426
2,4369,0.236277
10,4369,1.39602
100,4369,1.1602
1,4370,0.137307
2,4370,0.198614
10,4370,0.682551
100,4370,1.24288
1,4371,0.538391
2,4371,0.412992
10,4371,1.04851
100,4371,1.06072
1,4372,1.46259
2,4372,2.02761
10,4372,0.883089
100,4372,0.972578
1,4373,2.06782
2,4373,1.29655
10,4373,1.04713
100,4373,1.02018
1,4374,0.250016
2,4374,0.422231
10,4374,0.651593
100,4374,0.913728
1,4375,0.760184
2,4375,0.857066
10,4375,1.189
100,4375,1.14083
1,4376,0.588851
2,4376,0.321803
10,4376,0.625515
100,4376,0.999828
1,4377,0.740299
2,4377,0.970944
10,4377,0.771736
100,4377,0.901238
1,4378,0.174519
2,4378,0.349892
10,4378,1.14624
100,4378,1.08349
1,4379,0.5947
2,4379,1.73622
10,4379,1.11147
100,4379,0.902263
1,4380,0.869711
2,4380,0.587457
10,4380,0.748969
100,4380,0.900802
1,4381,1.98032
2,4381,1.01987
10,4381,0.705327
100,4381,0.873821
1,4382,2.20809
2,4382,3.11722
10,4382,1.51799
100,4382,1.18982
1,4383,4.52434
2,4383,2.63219
10,4383,0.975993
100,4383,1.11104
1,4384,0.606912
2,4384,1.81318
10,4384,0.798625
100,4384,1.04142
1,4385,1.16636
2,4385,0.764993
10,4385,0.947357
100,4385,0.903093
1,4386,1.54234
2,4386,1.70291
10,4386,0.978356
100,4386,0.848728
1,4387,1.07
2,4387,1.87446
10,4387,1.09482
100,4387,1.09311
1,4388,0.271873
2,4388,0.859949
10,4388,1.50232
100,4388,1.22085
1,4389,2.09371
2,4389,2.44142
10,4389,1.35566
100,4389,0.899345
1,4390,0.601766
2,4390,0.441104
10,4390,0.648099
100,4390,0.853324
1,4391,0.362618
2,4391,0.75686
10,4391,1.10116
100,4391,1.11843
1,4392,0.780549
2,4392,0.454027
10,4392,0.616712
100,4392,1.05084
1,4393,1.61355
2,4393,1.17986
10,4393,0.847831
100,4393,1.12391
1,4394,0.0200339
2,4394,0.166266
10,4394,0.670262
100,4394,0.928443
1,4395,0.367127
2,4395,0.416716
10,4395,0.735097
100,4395,0.86163
1,4396,0.630457
2,4396,0.437125
10,4396,1.46489
100,4396,1.15413
1,4397,0.298923
2,4397,0.60229
10,4397,0.764819
100,4397,0.961659
1,4398,2.94344
2,4398,1.94312
10,4398,0.947684
100,4398,0.981356
1,4399,0.275956
2,4399,0.324745
10,4399,0.795874
100,4399,0.962851
1,4400,0.168663
2,4400,0.493729
10,4400,0.43801
100,4400,0.89953
1,4401,2.25113
2,4401,1.14169
10,4401,0.894625
100,4401,0.898778
1,4402,0.382903
2,4402,1.10589
10,4402,1.17157
100,4402,1.0162
1,4403,0.0539094
2,4403,0.592724
10,4403,1.73758
100,4403,1.19554
1,4404,1.78094
2,4404,2.6913
10,4404,1.25027
100,4404,0.905483
1,4405,0.135183
2,4405,1.73536
10,4405,1.18525
100,4405,0.844834
1,4406,1.02154
2,4406,0.601463
10,4406,1.18231
100,4406,1.00202
1,4407,1.32329
2,4407,0.744385
10,4407,0.942261
100,4407,0.909889
1,4408,0.445827
2,4408,0.287242
10,4408,1.69504
100,4408,0.882487
1,4409,0.833223
2,4409,0.506126
10,4409,1.00859
100,4409,1.05199
1,4410,0.15496
2,4410,0.696877
10,4410,0.747329
100,4410,0.788629
1,4411,0.687178
2,4411,0.378711
10,4411,1.10683
100,4411,1.04825
1,4412,0.339399
2,4412,0.539101
10,4412,0.527104
100,4412,0.851684
1,4413,2.85177
2,4413,2.77509
10,4413,1.50042
100,4413,1.04242
1,4414,0.870991
2,4414,0.592934
10,4414,0.597391
100,4414,1.12745
1,4415,0.593803
2,4415,0.320137
10,4415,0.564599
100,4415,1.00153
1,4416,0.506847
2,4416,0.289864
10,4416,0.75339
100,4416,0.956098
1,4417,0.756734
2,4417,0.722865
10,4417,0.788911
100,4417,0.985433
1,4418,0.748519
2,4418,0.81745
10,4418,0.712559
100,4418,0.901165
1,4419,1.42215
2,4419,0.786957
10,4419,0.863396
100,4419,0.99964
1,4420,1.40042
2,4420,0.725095
10,4420,0.600225
100,4420,0.981781
1,4421,0.073976
2,4421,1.20972
10,4421,0.679507
100,4421,0.916016
1,4422,0.189584
2,4422,0.157726
10,4422,0.778339
100,4422,0.957354
1,4423,0.421478
2,4423,0.543288
10,4423,1.43659
100,4423,1.01557
1,4424,0.289408
2,4424,0.669172
10,4424,0.583381
100,4424,0.7989
1,4425,0.216385
2,4425,0.368678
10,4425,0.945378
100,4425,0.970518
1,4426,0.993755
2,4426,0.672458
10,4426,0.594132
100,4426,0.978394
1,4427,0.0323974
2,4427,0.297947
10,4427,0.593715
100,4427,0.986692
1,4428,1.09963
2,4428,2.99959
10,4428,1.33622
100,4428,1.01508
1,4429,0.424256
2,4429,0.435711
10,4429,0.620288
100,4429,1.09147
1,4430,1.29649
2,4430,0.829278
10,4430,0.772633
100,4430,0.983672
1,4431,0.274632
2,4431,0.241219
10,4431,1.2088
100,4431,1.2332
1,4432,0.230359
2,4432,0.625758
10,4432,0.673327
100,4432,0.98514
1,4433,0.233317
2,4433,0.600308
10,4433,1.07636
100,4433,0.882135
1,4434,0.3667
2,4434,0.390059
10,4434,0.793706
100,4434,0.911061
1,4435,0.161085
2,4435,1.86879
10,4435,0.817743
100,4435,0.866582
1,4436,0.799696
2,4436,0.877901
10,4436,0.729901
100,4436,0.918624
1,4437,0.985912
2,4437,0.768701
10,4437,1.26124
100,4437,1.04131
1,4438,0.0307129
2,4438,0.255056
10,4438,1.2082
100,4438,1.06146
1,4439,0.468746
2,4439,0.753789
10,4439,0.982982
100,4439,0.922374
1,4440,0.529474
2,4440,1.54688
10,4440,1.00276
100,4440,0.948805
1,4441,0.0337919
2,4441,0.803799
10,4441,1.2406
100,4441,1.08327
1,4442,1.1055
2,4442,0.861673
10,4442,0.763348
100,4442,1.10591
1,4443,0.154448
2,4443,1.06452
10,4443,1.20999
100,4443,1.01862
1,4444,0.850241
2,4444,0.837588
10,4444,1.34919
100,4444,1.0456
1,4445,0.458524
2,4445,0.501085
10,4445,0.938484
100,4445,0.984579
1,4446,2.38848
2,4446,1.47274
10,4446,1.80512
100,4446,1.05188
1,4447,3.38686
2,4447,2.29548
10,4447,1.11761
100,4447,0.902226
1,4448,0.588804
2,4448,0.317726
10,4448,0.787708
100,4448,1.14308
1,4449,0.70268
2,4449,0.383443
10,4449,0.963365
100,4449,0.986223
1,4450,1.03421
2,4450,0.636949
10,4450,1.01677
100,4450,0.830064
1,4451,1.67145
2,4451,1.69251
10,4451,1.3706
100,4451,0.823877
1,4452,0.117575
2,4452,0.331243
10,4452,0.377703
100,4452,0.944492
1,4453,0.193065
2,4453,0.384292
10,4453,0.891689
100,4453,0.852842
1,4454,1.53377
2,4454,1.23237
10,4454,0.703866
100,4454,1.12687
1,4455,1.51835
2,4455,0.808677
10,4455,1.37626
100,4455,1.11132
1,4456,2.08226
2,4456,1.79864
10,4456,1.06522
100,4456,0.967715
1,4457,0.498982
2,4457,0.723569
10,4457,1.13025
100,4457,1.1913
1,4458,0.783266
2,4458,0.750901
10,4458,1.11347
100,4458,1.1167
1,4459,0.326731
2,4459,0.870131
10,4459,1.12552
100,4459,1.01056
1,4460,0.376979
2,4460,0.358047
10,4460,1.4955
100,4460,1.08599
1,4461,0.468594
2,4461,1.37174
10,4461,1.45251
100,4461,0.919065
1,4462,0.279971
2,4462,0.79242
10,4462,0.961492
100,4462,0.936138
1,4463,1.17313
2,4463,0.608188
10,4463,0.640267
100,4463,1.00944
1,4464,1.72908
2,4464,1.44779
10,4464,1.40131
100,4464,1.10005
1,4465,3.37206
2,4465,1.82154
10,4465,1.52984
100,4465,1.00765
1,4466,0.960975
2,4466,0.595757
10,4466,0.813861
100,4466,1.02162
1,4467,0.809577
2,4467,0.60561
10,4467,0.918055
100,4467,1.07111
1,4468,1.09303
2,4468,0.747714
10,4468,0.938433
100,4468,0.975379
1,4469,0.835759
2,4469,0.474647
10,4469,0.893232
100,4469,0.986774
1,4470,0.911965
2,4470,1.30916
10,4470,0.794298
100,4470,0.94247
1,4471,0.270729
2,4471,0.91305
10,4471,0.942759
100,4471,1.13699
1,4472,0.738488
2,4472,0.944795
10,4472,1.17029
100,4472,1.01778
1,4473,0.802484
2,4473,1.56296
10,4473,1.07938
100,4473,0.956169
1,4474,0.983865
2,4474,0.991853
10,4474,0.772502
100,4474,0.834113
1,4475,0.109281
2,4475,0.414518
10,4475,1.3164
100,4475,1.06305
1,4476,0.781254
2,4476,0.606721
10,4476,1.29518
100,4476,0.972879
1,4477,0.219754
2,4477,0.996268
10,4477,0.828177
100,4477,0.930655
1,4478,0.586574
2,4478,0.848666
10,4478,1.50337
100,4478,1.01511
1,4479,0.216804
2,4479,0.202918
10,4479,0.955546
100,4479,1.15219
1,4480,2.18346
2,4480,1.5409
10,4480,0.854447
100,4480,0.978495
1,4481,0.108304
2,4481,0.236895
10,4481,0.674418
100,4481,1.006
1,4482,0.503794
2,4482,0.353844
10,4482,1.14425
100,4482,0.950122
1,4483,0.51212
2,4483,0.3372
10,4483,0.813366
100,4483,0.846191
1,4484,1.53284
2,4484,0.975266
10,4484,1.20713
100,4484,1.10802
1,4485,0.122717
2,4485,0.987989
10,4485,1.12735
100,4485,1.05338
1,4486,0.258087
2,4486,0.398898
10,4486,0.639799
100,4486,1.01515
1,4487,0.142569
2,4487,0.174668
10,4487,1.33041
100,4487,0.927206
1,4488,0.0740621
2,4488,0.671967
10,4488,0.921589
100,4488,0.899909
1,4489,1.40717
2,4489,0.99884
10,4489,1.35712
100,4489,0.966271
1,4490,0.484206
2,4490,1.27603
10,4490,1.16383
100,4490,0.918121
1,4491,0.691387
2,4491,0.717074
10,4491,1.17117
100,4491,1.02116
1,4492,0.287415
2,4492,0.172255
10,4492,0.858007
100,4492,0.948488
1,4493,0.146893
2,4493,0.422409
10,4493,1.12449
100,4493,1.027
1,4494,1.6509
2,4494,0.871286
10,4494,1.25646
100,4494,1.17411
1,4495,3.79074
2,4495,2.28974
10,4495,0.994079
100,4495,1.09375
1,4496,0.030627
2,4496,0.275148
10,4496,0.513956
100,4496,0.874646
1,4497,0.501156
2,4497,0.348041
10,4497,0.940619
100,4497,0.882891
1,4498,0.275704
2,4498,1.2387
10,4498,1.01747
100,4498,0.9086
1,4499,0.89038
2,4499,1.70578
10,4499,1.03035
100,4499,1.00829
1,4500,0.482023
2,4500,0.658269
10,4500,1.04379
100,4500,1.04677
1,4501,0.929876
2,4501,0.645865
10,4501,1.20427
100,4501,0.96567
1,4502,0.0191423
2,4502,0.104549
10,4502,0.984572
100,4502,0.821393
1,4503,0.85501
2,4503,0.56656
10,4503,1.4747
100,4503,1.12319
1,4504,0.0884825
2,4504,0.49625
10,4504,1.45492
100,4504,1.08636
1,4505,0.241966
2,4505,0.871108
10,4505,0.648167
100,4505,0.991751
1,4506,0.467817
2,4506,0.323525
10,4506,0.604956
100,4506,1.07497
1,4507,0.82993
2,4507,0.515271
10,4507,1.04814
100,4507,1.04445
1,4508,1.47655
2,4508,1.61903
10,4508,1.16443
100,4508,0.97498
1,4509,3.17579
2,4509,1.88331
10,4509,0.937032
100,4509,0.964231
1,4510,0.26164
2,4510,0.234569
10,4510,1.36525
100,4510,1.02412
1,4511,0.292005
2,4511,0.207764
10,4511,0.911825
100,4511,1.09191
1,4512,0.660785
2,4512,0.582706
10,4512,1.25274
100,4512,1.10024
1,4513,0.33629
2,4513,0.521782
10,4513,0.695997
100,4513,1.17237
1,4514,0.706192
2,4514,1.71466
10,4514,0.818731
100,4514,0.799052
1,4515,0.862583
2,4515,0.596345
10,4515,0.762505
100,4515,0.833359
1,4516,1.25696
2,4516,0.767742
10,4516,0.5364
100,4516,0.870704
1,4517,0.336477
2,4517,0.419164
10,4517,1.19767
100,4517,0.985742
1,4518,2.42578
2,4518,1.34399
10,4518,1.36143
100,4518,1.17221
1,4519,0.488128
2,4519,0.507665
10,4519,1.31715
100,4519,0.965466
1,4520,3.36704
2,4520,2.19874
10,4520,1.01798
100,4520,1.02308
1,4521,0.11628
2,4521,0.154761
10,4521,0.708927
100,4521,0.972282
1,4522,0.280907
2,4522,0.321552
10,4522,1.10986
100,4522,1.0428
1,4523,0.949662
2,4523,1.5174
10,4523,1.48309
100,4523,1.01667
1,4524,1.53203
2,4524,0.889594
10,4524,0.903452
100,4524,1.10203
1,4525,2.25462
2,4525,1.4187
10,4525,1.2034
100,4525,1.02197
1,4526,0.216662
2,4526,0.508666
10,4526,1.54337
100,4526,1.09599
1,4527,3.08468
2,4527,1.74706
10,4527,1.10431
100,4527,0.954602
1,4528,0.388433
2,4528,0.501278
10,4528,0.947896
100,4528,1.02243
1,4529,0.209505
2,4529,0.707802
10,4529,0.712289
100,4529,1.0039
1,4530,1.01481
2,4530,1.32727
10,4530,1.47414
100,4530,0.970485
1,4531,0.0404741
2,4531,1.05301
10,4531,1.15727
100,4531,1.10322
1,4532,0.478724
2,4532,0.902318
10,4532,0.846642
100,4532,0.981382
1,4533,2.06178
2,4533,1.18858
10,4533,0.845249
100,4533,0.983808
1,4534,0.572738
2,4534,0.343188
10,4534,0.486091
100,4534,1.0622
1,4535,0.113938
2,4535,0.565826
10,4535,1.04214
100,4535,0.953503
1,4536,3.19723
2,4536,2.45075
10,4536,1.13549
100,4536,0.972476
1,4537,0.880101
2,4537,0.996093
10,4537,1.15567
100,4537,0.908879
1,4538,1.34219
2,4538,2.3625
10,4538,1.53452
100,4538,1.08428
1,4539,0.196918
2,4539,2.65247
10,4539,1.12596
100,4539,1.01995
1,4540,0.363832
2,4540,1.33701
10,4540,0.731611
100,4540,0.891727
1,4541,1.04095
2,4541,0.884597
10,4541,1.14376
100,4541,1.02801
1,4542,1.50704
2,4542,0.824489
10,4542,1.377
100,4542,1.05773
1,4543,1.30631
2,4543,0.737279
10,4543,1.5872
100,4543,1.09238
1,4544,0.618596
2,4544,0.3672
10,4544,1.37644
100,4544,0.906634
1,4545,0.660457
2,4545,1.53864
10,4545,0.765458
100,4545,1.07727
1,4546,0.187665
2,4546,1.09149
10,4546,0.806049
100,4546,1.16639
1,4547,2.00327
2,4547,1.20403
10,4547,0.713794
100,4547,0.868104
1,4548,0.380392
2,4548,0.561794
10,4548,0.770403
100,4548,0.874234
1,4549,0.79781
2,4549,0.601849
10,4549,0.864149
100,4549,1.00932
1,4550,1.25423
2,4550,1.21894
10,4550,0.730066
100,4550,1.04997
1,4551,5.57326
2,4551,3.02424
10,4551,1.27093
100,4551,0.988716
1,4552,0.165562
2,4552,0.680864
10,4552,0.576685
100,4552,0.909646
1,4553,1.40118
2,4553,0.721001
10,4553,1.20568
100,4553,1.06495
1,4554,1.16479
2,4554,1.17927
10,4554,1.24728
100,4554,0.971007
1,4555,0.00960517
2,4555,1.28332
10,4555,0.785696
100,4555,1.00336
1,4556,1.18692
2,4556,1.14711
10,4556,0.757051
100,4556,0.954565
1,4557,0.478265
2,4557,1.72972
10,4557,0.974453
100,4557,1.04358
1,4558,1.04833
2,4558,0.673673
10,4558,0.750927
100,4558,1.0955
1,4559,2.87368
2,4559,1.44736
10,4559,0.676273
100,4559,0.931979
1,4560,1.07811
2,4560,0.872731
10,4560,1.21199
100,4560,0.99105
1,4561,0.7224
2,4561,0.380753
10,4561,0.895591
100,4561,0.989894
1,4562,1.33189
2,4562,0.874678
10,4562,0.928508
100,4562,0.955588
1,4563,0.176079
2,4563,0.262841
10,4563,1.23692
100,4563,1.08416
1,4564,1.63129
2,4564,0.940224
10,4564,1.14205
100,4564,1.02176
1,4565,3.3925
2,4565,1.82978
10,4565,1.55112
100,4565,0.855067
1,4566,0.619693
2,4566,0.45599
10,4566,0.985316
100,4566,0.815027
1,4567,0.026
2,4567,0.441739
10,4567,0.954076
100,4567,1.24349
1,4568,0.64385
2,4568,0.651391
10,4568,1.09386
100,4568,1.2136
1,4569,1.18482
2,4569,1.41551
10,4569,1.19175
100,4569,0.975768
1,4570,0.0176116
2,4570,1.24587
10,4570,0.87248
100,4570,1.18811
1,4571,0.0738316
2,4571,0.0600799
10,4571,1.38823
100,4571,1.22348
1,4572,1.06494
2,4572,0.826335
10,4572,0.951411
100,4572,1.05654
1,4573,1.30265
2,4573,0.80331
10,4573,0.561152
100,4573,1.04909
1,4574,0.0704979
2,4574,0.531597
10,4574,0.827109
100,4574,1.11482
1,4575,1.13797
2,4575,1.62873
10,4575,1.55199
100,4575,1.11025
1,4576,0.727767
2,4576,0.582327
10,4576,0.848272
100,4576,1.02797
1,4577,0.902933
2,4577,1.11026
10,4577,1.44662
100,4577,1.18352
1,4578,0.0543205
2,4578,0.237619
10,4578,0.403685
100,4578,1.04525
1,4579,0.291262
2,4579,0.395043
10,4579,1.02663
100,4579,1.01214
1,4580,0.629
2,4580,0.717558
10,4580,0.975047
100,4580,1.07971
1,4581,0.273856
2,4581,1.1616
10,4581,1.16758
100,4581,1.09633
1,4582,4.11217
2,4582,2.33088
10,4582,1.23621
100,4582,0.940623
1,4583,2.17831
2,4583,1.65295
10,4583,0.935921
100,4583,1.08077
1,4584,1.19147
2,4584,3.46496
10,4584,1.51568
100,4584,1.07231
1,4585,0.602733
2,4585,0.442367
10,4585,0.538337
100,4585,0.774696
1,4586,1.36085
2,4586,1.91256
10,4586,1.23323
100,4586,1.29969
1,4587,0.789594
2,4587,1.07694
10,4587,1.1624
100,4587,1.04123
1,4588,0.261127
2,4588,0.286176
10,4588,0.786893
100,4588,0.967498
1,4589,1.56607
2,4589,0.912582
10,4589,0.762456
100,4589,1.18896
1,4590,2.17298
2,4590,1.2781
10,4590,1.07295
100,4590,0.985262
1,4591,1.33308
2,4591,0.763443
10,4591,1.52639
100,4591,1.07993
1,4592,0.643601
2,4592,0.372139
10,4592,0.5861
100,4592,0.836734
1,4593,0.00332465
2,4593,0.248288
10,4593,0.755736
100,4593,1.04456
1,4594,2.71883
2,4594,2.30702
10,4594,1.05892
100,4594,0.96677
1,4595,1.13816
2,4595,0.717705
10,4595,0.569584
100,4595,1.07672
1,4596,0.312734
2,4596,0.392688
10,4596,0.80277
100,4596,1.09781
1,4597,3.05227
2,4597,1.7737
10,4597,1.05396
100,4597,0.881869
1,4598,0.195723
2,4598,0.216713
10,4598,0.863277
100,4598,1.07356
1,4599,4.34247
2,4599,2.65847
10,4599,1.72056
100,4599,1.0059
1,4600,0.561239
2,4600,0.861532
10,4600,0.679733
100,4600,0.943308
1,4601,0.0427733
2,4601,0.257592
10,4601,0.594553
100,4601,0.881686
1,4602,3.67335
2,4602,2.81904
10,4602,1.3383
100,4602,1.0301
1,4603,1.79062
2,4603,1.15078
10,4603,0.967918
100,4603,0.98888
1,4604,1.6293
2,4604,0.995714
10,4604,0.907531
100,4604,0.981184
1,4605,0.146062
2,4605,1.08607
10,4605,0.97925
100,4605,0.939461
1,4606,0.792958
2,4606,1.13426
10,4606,0.878172
100,4606,0.950103
1,4607,0.993736
2,4607,1.45142
10,4607,1.43404
100,4607,1.09262
1,4608,1.69212
2,4608,1.48397
10,4608,1.41285
100,4608,0.870811
1,4609,4.31392
2,4609,2.24104
10,4609,1.74331
100,4609,1.11063
1,4610,0.333719
2,4610,0.788687
10,4610,1.01689
100,4610,0.967076
1,4611,0.222857
2,4611,0.475631
10,4611,0.724761
100,4611,1.00609
1,4612,0.72496
2,4612,0.912165
10,4612,1.40206
100,4612,0.907867
1,4613,0.169905
2,4613,0.188382
10,4613,1.27179
100,4613,0.887548
1,4614,0.763418
2,4614,0.382903
10,4614,0.543976
100,4614,1.00988
1,4615,0.598994
2,4615,1.26909
10,4615,0.926215
100,4615,0.933492
1,4616,0.137879
2,4616,0.557286
10,4616,0.685692
100,4616,0.921953
1,4617,0.582076
2,4617,2.02114
10,4617,1.2718
100,4617,1.06107
1,4618,2.41574
2,4618,1.98543
10,4618,1.04326
100,4618,0.995419
1,4619,0.795562
2,4619,0.645213
10,4619,0.819946
100,4619,0.895059
1,4620,0.110697
2,4620,0.976899
10,4620,0.841693
100,4620,1.16711
1,4621,1.5905
2,4621,1.0945
10,4621,0.778953
100,4621,0.942092
1,4622,0.0916876
2,4622,0.870101
10,4622,1.25588
100,4622,0.97122
1,4623,0.898048
2,4623,0.66202
10,4623,0.65885
100,4623,1.09163
1,4624,1.09649
2,4624,1.53305
10,4624,0.955851
100,4624,0.96273
1,4625,1.41646
2,4625,1.98074
10,4625,0.847179
100,4625,0.942792
1,4626,0.103086
2,4626,0.58277
10,4626,1.28075
100,4626,0.953074
1,4627,1.54927
2,4627,1.58057
10,4627,1.39496
100,4627,1.04881
1,4628,1.93979
2,4628,1.34101
10,4628,0.915389
100,4628,1.14582
1,4629,0.457577
2,4629,1.39443
10,4629,1.14595
100,4629,1.11268
1,4630,0.143377
2,4630,0.472056
10,4630,0.704778
100,4630,1.00298
